content_id,title,author_name,location_name,content_date,file_name,series,book,content_type,active_ind
239,Come Jesus Reign in Me,Clackamas Congregation,Clackamas,6/3/2018,ss2018-06-03Reign.mp3,,,Singing,Y
240,We Will Work for Jesus,Clackamas Congregation,Clackamas,6/3/2018,ss2018-06-03Work.mp3,,,Singing,Y
242,Sweetly Resting,Clackamas Congregation,Clackamas,6/17/2018,cs2018-06-17SweetlyResting.mp3,,,Singing,Y
243,My Home is On the Rock,Clackamas Congregation,Clackamas,6/17/2018,cs2018-06-17HomeRock.mp3,,,Singing,Y
244,Sweet Rest in Jesus,Clackamas Congregation,Clackamas,6/17/2018,cs2018-06-17RestInJesus.mp3,,,Singing,Y
245,You Ought To Sing,Clackamas Congregation,Clackamas,6/17/2018,cs2018-06-17Ought.mp3,,,Singing,Y
265,The Happy People,Gladstone Congregation,Gladstone,12/9/2018,cs2018-12-09happy.mp3,,,Singing,Y
266,Humble Thyself to Walk,Gladstone Congregation,Gladstone,12/9/2018,cs2018-12-09humble.mp3,,,Singing,Y
267,Sitting with Jesus,Gladstone Congregation,Gladstone,12/9/2018,cs2018-12-09sitting.mp3,,,Singing,Y
268,Take My Life and Let it Be,Gladstone Congregation,Gladstone,12/9/2018,cs2018-12-09take.mp3,,,Singing,Y
275,Be Still,Gladstone Congregation,Gladstone,1/27/2019,cs2019-01-27-be-still.mp3,,,Singing,Y
276,Blessed Assurance,Gladstone Congregation,Gladstone,1/27/2019,cs2019-01-27-assurance.mp3,,,Singing,Y
277,God is Love,Gladstone Congregation,Gladstone,1/27/2019,cs2019-01-27-love.mp3,,,Singing,Y
282,The Lighthouse,Gladstone Congregation,Gladstone,2/17/2019,cs2019-02-17-lighthouse.mp3,,,Singing,Y
283,Victory,Gladstone Congregation,Gladstone,2/17/2019,cs2019-02-17-victory.mp3,,,Singing,Y
284,"Happy, Redeemed and Free",Gladstone Congregation,Gladstone,2/17/2019,cs2019-02-17-happy.mp3,,,Singing,Y
285,Everlasting Joy,Gladstone Congregation,Gladstone,2/17/2019,cs2019-02-17-joy.mp3,,,Singing,Y
286,Hallelujah Praise Jehovah,Gladstone Congregation,Gladstone,2/17/2019,cs2019-02-17-jehovah.mp3,,,Singing,Y
287,Opening Song,Gladstone Congregation,Gladstone,2/17/2019,cs2019-02-17-opening.mp3,,,Singing,Y
313,And a Child Shall Lead Them,Gladstone Congregation,Gladstone,7/14/2019,ss2019-07-14ss.mp3,,,Singing,Y
316,Take 2,Joe Elwell Family,Gladstone,9/1/2019,final.mp3,,,Singing,N
334,Satisfies My Soul,Gladstone Congregation,Gladstone,3/8/2020,satisfies.mp3,,,Singing,N
381,I Know My Name Is There,Gladstone Congregation,Gladstone,10/21/2020,cs2020-10-21pm.mp3,,,Singing,Y
458,Suffer the Children,Gladstone Congregation,Gladstone,5/9/2021,ss2021-05-09am.mp3,,,Singing,Y
606,At the Cross of Jesus Bowing,Gladstone Congregation,Hillside Christian,6/17/2022,cs2022-06-17pm-cross.mp3,,,Singing,Y
607,Happy in the Lord,Gladstone Congregation,Hillside Christian,6/17/2022,cs2022-06-17pm-happy.mp3,,,Singing,Y
608,It is Well With My Soul,Gladstone Congregation,Hillside Christian,6/17/2022,cs2022-06-17pm-well.mp3,,,Singing,Y
609,Whiter than Snow,Gladstone Congregation,Hillside Christian,6/17/2022,cs2022-06-17pm-white.mp3,,,Singing,Y
610,The Golden Key,Gladstone Congregation,Hillside Christian,6/17/2022,cs2022-06-17pm-key.mp3,,,Singing,Y
618,Sweet Rest in Jesus,Gladstone Congregation,Hillside Christian,6/18/2022,cs2022-06-18pm-sweetrest.mp3,,,Singing,Y
619,Found it Lord in Thee,Gladstone Congregation,Hillside Christian,6/18/2022,cs2022-06-18pm-foundit.mp3,,,Singing,Y
